FileName,gt,inf,cer,process_time
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/nk/2025-12-02_14-59-21_12345567_101_105_wallpad_1571085813_문_열어줘.mp3,문열어줘,문열어줘,0.0,0.009293705224990845
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/nk/2025-12-02_14-59-30_12345567_101_105_wallpad_1571094813_살려줘_도와줘_비상.mp3,살려줘도와줘비상,살려줘도와줘비상,0.0,0.009293705224990845
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/nk/2025-12-02_14-59-40_12345567_101_105_wallpad_1571104813_이번_달에_걸리비_얼마나_썼니.mp3,이번달에관리비얼마나썼니?,이번달에건리비얼마나썼니,0.08333333333333333,0.009293705224990845
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/nk/2025-12-02_14-59-57_12345567_101_105_wallpad_1571121813_화면이_너무_밝아.mp3,화면이너무밝아,화면이너무밝아,0.0,0.009293705224990845
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/nk/2025-12-02_14-59-49_12345567_101_105_wallpad_1571113813_소리가_너무_커_줄여줘.mp3,소리가너무커줄여줘,소리가너무커줄여줘,0.0,0.009415671229362488
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/nk/2025-12-02_15-00-05_12345567_101_105_wallpad_1571129813_알림음_꺼줘.mp3,알림음꺼줘,알림음꺼줘,0.0,0.009415671229362488
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/sk/2025-12-02_14-53-50_12345567_101_105_wallpad_1570754813_뭔데_켜줘.mp3,뭔데?해줘.,뭔데해줘,0.0,0.009415671229362488
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/sk/2025-12-02_14-53-41_12345567_101_105_wallpad_1570745813_관리사무소_전화번호가_어떻게_되지.mp3,관리사무소전화번호가어떻게되지?,관리사무소전화번호가어떻게되지,0.0,0.009415671229362488
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/sk/2025-12-02_14-54-00_12345567_101_105_wallpad_1570764813_지난_공지사항_알려줘.mp3,지난공지사항알려줘,지난공지사항알려줘,0.0,0.009415671229362488
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/sk/2025-12-02_14-54-22_12345567_101_105_wallpad_1570786813_칠월_오일_공지_알려줘.mp3,칠월오일공지알려줘,칠월오일공지알려줘,0.0,0.009415671229362488
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/sk/2025-12-02_14-54-45_12345567_101_105_wallpad_1570809813_오늘_경제_뉴스_알려줘.mp3,오늘경제뉴스알려줘,오늘경제뉴스알려줘,0.0,0.009415671229362488
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/sk/2025-12-02_14-54-31_12345567_101_105_wallpad_1570795813_세대_소독_알려줘.mp3,세대소독알려줘,세대소독알려줘,0.0,0.009415671229362488
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/sk/2025-12-02_14-54-58_12345567_101_105_wallpad_1570822813_집에서_회사까지_몇_분_걸려.mp3,집에서회사까지몇분걸려?,집에서회사까지몇분걸려,0.0,0.009415671229362488
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/sk/2025-12-02_14-55-08_12345567_101_105_wallpad_1570832813_근처_우리_동네_주유소_휘발_평균_가격이_어때.mp3,근처우리동네주유소휘발유평균가격이어때?,근처우리동네주유소휘발유평균가격이어때,0.0,0.009415671229362488
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/sk/2025-12-02_14-55-19_12345567_101_105_wallpad_1570843813_가스밸브_현태_열려있어.mp3,가스밸브현재열려있어?,스밸브현재열려있어,0.1,0.009415671229362488
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/sk/2025-12-02_14-55-27_12345567_101_105_wallpad_1570851813_문_닫아줘.mp3,응닫아줘,응닫아줘,0.0,0.009415671229362488
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/sk/2025-12-02_14-55-37_12345567_101_105_wallpad_1570860813_나_지금_외출해_엘리베이터_불러줘.mp3,"나지금외출해,엘리베이터불러줘",나지금외출해엘리베이터불러줘,0.0,0.009415671229362488
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/sk/2025-12-02_14-55-52_12345567_101_105_wallpad_1570876813_살려줘_도와줘_비상.mp3,살려줘도와줘비상,살려줘도와줘비상,0.0,0.009415671229362488
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/sk/2025-12-02_14-55-44_12345567_101_105_wallpad_1570868813_문_열어줘.mp3,문열어줘,문열어줘,0.0,0.009415671229362488
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/sk/2025-12-02_14-56-09_12345567_101_105_wallpad_1570893813_소리가_너무_커_줄여줘.mp3,소리가너무커줄여줘,소리가너무커줄여줘,0.0,0.009415671229362488
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/sk/2025-12-02_14-56-00_12345567_101_105_wallpad_1570884813_이번_달에_발립비_얼마나_썼니.mp3,이번달에관리비얼마나썼니?,이번달에관리비얼마나썼니,0.0,0.021009286244710285
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/sk/2025-12-02_14-56-17_12345567_101_105_wallpad_1570901813_화면이_너무_밝아.mp3,화면이너무밝아,화면이너무밝아,0.0,0.021009286244710285
/nas03/workspace/existing-wonder/stt_testset/ut_modelhouse/2m_no_heater/sk/2025-12-02_14-56-24_12345567_101_105_wallpad_1570908813_알림음_꺼줘.mp3,알림음꺼줘,알림음꺼줘,0.0,0.021009286244710285
